image_id,image_counter,caption
n04320973_5946,3,"A man's booted foot is in a stirrup, sporting a spur."
n04320973_5946,4,A man that is wearing some brown boots and spurs.
n04320973_5946,5,A spiky spur is on the back of a dusty cowboy boot in a stirrup on a horse.
n04320973_7391,1,A man wearing a large Sombrero makes rings with the Rope while riding a horse.
n04320973_7391,2,A man in a large hat riding a horse and swinging a lasso.
n04320973_7391,3,Man wearing a sombrero twirls a lasso while sitting on a horse.
n04320973_7391,4,A man riding on a horse while making a loop with a rope.
n04320973_7391,5,Proper way to use a rope as a lariat is emulated.
n04320973_9400,1,A silver claw over a metal black boot
n04320973_9400,2,The foot of a person wearing armor sitting in a metal stirrup.
n04320973_9400,3,A metal stirrup holds a foot wearing a black boot and metal shin guard.
n04320973_9400,4,An armor plated foot inside of a metal horse stirrups.
n04320973_9400,5,A leather and metal boot and an orate metal claw rest on the floor.
n04373894_16025,1,An old sword that has a golden handle and ornate decorations.
n04373894_16025,2,An ornate handle in gold and silver is seen on an upright Sabre.
n04373894_16025,3,A LARGE SWORD OF SILVER COLOR WITH A LARGE HANDLE  COLORED IN GOLD HAVING A GREAT DESIGN OVER IT
n04373894_16025,4,A silver sword with a gold handle inside of a silver sheath.
n04373894_16025,5,A sword with an ornate silver body and gold handle stands by itself.
n04373894_22727,1,A long black curved blade on a machete type knife with a wooden handle sits on a wooden table.
n04373894_22727,2,A metal tool is laying on a wooden table.
n04373894_22727,3,"An object, that appears to be a sword is placed in the center of a hardwood floor."
n04373894_22727,4,A long black machete style knife with a gold handle.
n04373894_22727,5,A long knife that has a gold handle on it.
n04373894_26002,1,A persons hand holding a gold sword with a silver handle.
n04373894_26002,2,A hand holds the silver handle of a knife with a gold blade.
n04373894_26002,3,A person is holding a golden dagger in their hands.
n04373894_26002,4,an sword that is golden with a sliver hilt
n04373894_26002,5,A person that is holding a gold and silver sword.
n04373894_31776,1,A sword that has a brass hilt on it and a polished blade.
n04373894_31776,2,A silver knife with a gold and black handle.
n04373894_31776,3,A silver blade emerges below a black sword handle with an ornate structure below it.
n04373894_31776,4,"The hilt of a sword or knife is show, with brass filigree."
n04373894_31776,5,Old model big sword's handle in brown color with traditional designs.
n04373894_41541,1,A wooden measuring device with markings on it sits atop some clear plastic stands.
n04373894_41541,2,A golden sword with etchings rests on lucite holders.
n04373894_41541,3,A wooden sword type object displayed on two plastic stands.
n04373894_41541,4,A sword with a Chinese engraving is shown in a display.
n04373894_41541,5,An old wooden sword that is on display in a museum.
n04373894_43971,1,"These are very old classic swords, antiques even."
n04373894_43971,2,Three old swords are displayed attached to the wall behind a sheet of glass.
n04373894_43971,3,Three old swords hang on the wall behind a glass case.
n04373894_43971,4,Three swords are hanging on display on the wall.
n04373894_43971,5,Three antique pointed swords with brass handles displayed on a wall behind glass.
n04373894_51904,1,A man in armor holds his sword out by a colorful stand.
n04373894_51904,2,A man that is fighting someone with a sword.
n04373894_51904,3,"A bearded, smiling jouster wearing armor holds an arrow."
n04373894_51904,4,A person wearing armor swinging a sword at a wood block.
n04373894_51904,5,A man with a thin sword hitting a multicolored target.
n04373894_59446,1,Several ancient metal swords stand in a display near some ancient helmets.
n04373894_59446,2,An iron statue is on display behind clear glass.
n04373894_59446,3,Several antique metal swords that are being displayed in a glass case.
n04373894_59446,4,antique swards and armors placed inside a glass showcase for display
n04373894_59446,5,Display of four old iron swords in a rack being displayed in a glass case or enclosure.
n04376876_10149,1,A syringe lays on a patch of concrete and broken glass.
n04376876_10149,2,A syringe that is located on the beach near broken glass.
n04376876_10149,3,A plunger for medicine sitting on a rock.
n04376876_10149,4,A small syringe lies on a stone surface near some rocks.
n04376876_10149,5,Shards of brown old glass sit on the street near a syringe.
n04376876_10606,1,A bunch of hypodermic needles withtheir caps in a blister pack.
n04376876_10606,2,Rows of syringes wrapped in plastic are lined up.
n04376876_10606,3,A collection of syringes that are sitting together on a table.
n04376876_10606,4,Small syringes with markings on them lie lined up in plastic cases.
n04376876_10606,5,new syringes were packed and ready to for distribution
n04376876_11868,1,Syringes with clear fluid are lined up on some sort of holder one has red fluid inside.
n04376876_11868,2,One of these nine vials actually contains a blood sample.
n04376876_11868,3,"A number of syringes are lined up, with the middle one containing red liquid."
n04376876_11868,4,A line of syringes one of which has a red liquid in it.
n04376876_11868,5,Blood makes one syringe stand out in a row of empty syringes.
n04376876_13235,1,Three syringes that have blue caps sitting on a table.
n04376876_13235,2,"One larger and two smaller clear medical type syringes, the piece holding the needle is a bright blue color."
n04376876_13235,3,2 empty plastic syringes with capped needles on the ends of them
n04376876_13235,4,Three hypodermic needles with caps are lined up.
n04376876_13235,5,Three hypodermic needles of different sizes with the caps on.
n04376876_14622,1,The word poison and a skull with an x on the front of a small Apothecary bottle with a syringe on the table in front of it.
n04376876_14622,2,Small vial and syringe filled with dangerous liquid solution.
n04376876_14622,3,A green syringe lies next to a container with a green liquid.
n04376876_14622,4,A syringe that has some green poison in it.
n04376876_14622,5,A small bottle with a poison label on it contains green liquid and sits next to a syringe with the green liquid in it.
n04376876_16171,1,A capped medical syringe filled with a clear liquid.
n04376876_16171,2,a syringe filled with some liquid and its needle were closed with cap
n04376876_16171,3,Syringe or pen like  plastic object in blue and orange color
n04376876_16171,4,A clear syringe with a blue plunger sits on a white surface.
n04376876_16171,5,A hypodermic needle with a clear liquid in the chamber.
n04376876_28833,1,A group of glass syringes with white cotton insideof them.
n04376876_28833,2,plastic syringe like objects  with some white powder in it kept on  a wooden log
n04376876_28833,3,Small quantity of white chemical powder filled in small glass tubes & placed in blue cloth.
n04376876_28833,4,Several styles of glass syringes in different sizes.
n04376876_28833,5,A collection of old syringes that  have cotton in them.
n04376876_7775,1,A small black and white object hangs off the end of a needle.
n04376876_7775,2,The tip of a needle that has a drip coming out of it.
n04376876_7775,3,The tip of a hypodermic needle with a drop of liquid on the end of it.
n04376876_7775,4,A drop of liquid drips off the edge of a silver hypodermic needle.
n04376876_7775,5,Some white and silver colored material is a the end of a long needle.
n04398044_10533,1,an old antique brown color tea pot with rope handle
n04398044_10533,2,An oddly shaped teapot is sitting on a surface with no background.
n04398044_10533,3,A ceramic pot that has some bubbles on the side of it.
n04398044_10533,4,A brown kettle with round lumps on it and a handle composed of wires sits on a beige table.
n04398044_10533,5,An orange ceramic teapot with a wooden straw handle.
n04398044_13032,1,A white tea kettle sitting on a wooden counter top in front of kitchen knives and paper towels.
n04398044_13032,2,An old white tea kettle with black accents and handle.
n04398044_13032,3,A white iron tea kettle sitting on a wood laminate counter top.
n04398044_13032,4,A white kettle that has a black handle on it.
n04398044_13032,5,A white metal teapot with a silver and black handle.
n04398044_14381,1,A blue te kettle that is sitting on some paper.
n04398044_14381,2,A blue ceramic teapot with a gold base and knob on top.
n04398044_14381,3,Light reflects off a shiny blue tea kettle with a metal holder on its lid.
n04398044_14381,4,Blue ceramic teapot displayed against a floral pattern.
n04398044_14381,5,A gleaming blue teapot with gold trim sits on a piece of paper.
